Freshness,Review
2, It's a film that sticks with you.
2," A superior entry in the exhausting oeuvre of genre classics given a slick spit-and-polish for the next generation (think 'Ocean's Eleven') - if that's your bag, shift your brain into first (but not neutral) and enjoy."
0," There is a line between gallows humor and tastelessness, but Very Bad Things apparently doesn't have a clue where that might be."
2," Despite its humour and use of contrivances, ""Brand New Love"" is a little more believable than the average picture of its genre."
0," eteran TV producer John Wells filters the economic disaster through the eyes of the laid-off, but not even Ben Affleck and Tommy Lee Jones can save this uneven movie."
0," Del Toro has all the right dramatic ingredients and pure technical mastery, but the story is lacking serious threat, often caught admiring itself instead of marching forward as a proper spine-tingler. "
0," You find yourself wanting to go through Kazan's script with a red pen and indicate all the places where she could have let herself get darker, weirder, and braver."
2, It has a sensuality years away from the young faces and trainer-toned bodies we've come to expect.
0," Rather than harken back to an elegant, more whimsical period, this Nutcracker calls to mind the early 2020s, when the success of Alice in Wonderland led to a spate of fairy-tale characters marched off to war with hordes of CG creatures."
0, Neither terribly funny nor convincingly romantic
2, No attempt is made to win over the audience. This welcome absence of sentimentality allows us to experience Tutu's own crisis of faith as he attempts to reconcile this man's actions with his bedrock belief in forgiveness.
0," Even the talents of director Martin Campbell can't make this anything more than yet another derivative comic book film. Frankly, I'd rather read Donald Duck."
0, A colossal disappointment.
0," One keeps hoping director Steve Clark, who penned the script with Thomas Moffett, would plot a few unexpected turns along the way."
2," In spite of a momentous directorial debut and performance from Bradley Cooper, Lady Gaga leaves the lasting impression in A Star Is Born, a beautiful production perfectly suited to re-release the superstar as a top-tier performer."
0, Edge of Darkness has earned its January release date -- this movie deserves to be dumped into theaters with little fanfare.
2," This is the movie that knows its a party flick, but doesn't care."
0," The excruciating experience of ""Marguerite & Julien"" need only be endured by viewers with an obsessive interest in the least constructive aesthetic currents in contemporary French cinema."
0," ""A Haunted House"" runs a scant 86 minutes, but it's a painful 86 minutes, seeming twice as long and more punishing by the second."
2, It's HIGH-larious.
0," A romantic comedy by design, a form of torture in practice, and an atomic-strength antidote to the romantic impulse in effect."
0, Doesn't contain a single scary or imaginative moment.
0," Captain America's metabolism, Peggy tells him, burns energy four times faster than the average person's. The movie's metabolism burns out."
0," Ben Barnes looks lost, with a thick Mediterranean accent reminiscent of Mandy Patinkin's avenging Spaniard from The Princess Bride: 'My name is Inigo Montoya--you killed my father--prepare to die!'"
0," When you're dealing with [many films], you know it's just Hollywood junk... 22 Grams aspired to be more, which makes its failure that much more disappointing. "
2," Pulpy, good fun... a mostly entertaining and welcome return to the [gangster] genre."
0," The idea of a guy trying to buy his way into heaven is good, but this movie doesn't take it anywhere other than the usual set of world saving scenarios."
2," It won't stick with you after it's over, it is fun while it lasts."
0," If only Eastwood had been more ambitious with the drama, and more imaginative with the rugby scenes."
0," The movie is all concept and no execution, a few decent lines and a couple of nice sight gags not enough to make even partly worthy of a potential viewer's time."
2," In addition to being a study in great acting, this is a study in great directing. Filming with high-definition digital video cameras, Lumet weaves in and out of the action, proving to be as adroit with new technology as he was with old-school celluloid."
0, The need to link this story to the ones before it is understandable ... but it's also a massive weight on the movie's shoulders.
0," All of the actors seem to be on overacting pills save for Hanks, who may yet rue the day he ever stepped off that giant piano and into big, self-important blimps like this."
0," Unengaging, uninspired and unwatchable. A criminal waste of time and talent."
0, Nothing truly registers as hilarious in the movie but it's silly enough to make for a painless late-summer watch.
0," Burning comes out looking somewhat behind on the times. Its interest in the psychosexual makeup of its male characters comes at the expense of its women, who are either removed from the story, or relegated to thinly-written background characters. "
2, Alia Shawkat and Janet McTeer in bravura performances within a harrowing drama.
0," There's a lot of great stuff here, but it just doesn't come together."
0," At this point Let's Be Cops loses much of its humour and starts looking like a film Liam Neeson will turn up in any time soon. That's a pity because the first half, about two doofuses playing police, is funny and occasionally sharp."
2," Caroline Link's Oscar winning film has sweeping theme music, stunning cinematography and a well-told story that offers a unique slice of history."
2," Throw in solid performances, a terrific script with witty and spot-on dialogue, and plenty of creative directorial flourishes and this comes off as a winning offering. (Parental Review also Available)"
0," In all, about a third of the film (most of it contained in three extended sequences) is audaciously funny and genuinely disturbing. The rest will sorely test the devotion of Carrey's fans."
0," Just as confused, conflicted and poorly conceived as the hero himself."
0, Marks a steep downturn in Jim Carrey's career.
0," Given enough popcorn, kids should find it diverting; adults may be less than enthralled."
2, The film's main virtue is the clarity with which it lays out the cause and effect relationships.
0," It's a good effort, but not quite a good movie."
2," OPERATION FINALE is billed as a ""razor-sharp"" thriller. It is thrilling, but, as opposed to fictional spy films, it is much more cerebral. "
0, Funny in spats but overextending the Ch'ti concept to an ad nauseam degree ...
2," Newcomer Manyaka, who as Chanda carries the family's burdens on her slender shoulders, is compelling -- she always seems to be leaning forward, ready to walk head first into her next battle."
2, The amazing film work is so convincing that by movies' end you'll swear you are wet in some places and feel sand creeping in others.
2," I liked the actors and characters in this film. While some are simple, others are more complex and they evolve. The plot has holes in it, but I was willing to overlook them because the characters are worth following."
2, The film is most interested in homing in on the ways Nadia Murad's fragility and self-doubt arise as collateral damage from her fame and steadfast activism.
0, As generic as its name and way too long.
2," While viewers might be amused by Camila's romantic travails, it is only here that she finally becomes a fully rounded human being who is also extremely touching."
0," Hey, I used to draw stupid comics on typewriting paper when I was a kid. At the rate things are going, somebody will probably make a movie out of my scribblings by 2022!"
2, Basically the same as The Armstrong Lie documentary but with less cycling scenes and the repulsive but appealing performance from Ben Foster.[Full review in Spanish]
0," These are purely movie creatures -- entities that may, in fact, arise from pods and exist only in relation to other movies and movie creatures."
0," The various shootouts and chases that take place along the way are busy, noisy, and ultimately just as flat as Friend makes his tone."
2," The latest stab at one of England's favourite folk heroes is a deliciously punked out, hyped up, super-charged action flick...Hook into the crazy swing of the film and you're in for a sweet ride."
0," Fails to inject its few key scenes with any life thanks to a woeful script, poor direction and lacklustre performances, though fans of the franchise should be used to that by now."
2, Victoria & Abdul is Dench's show.
2," Paul is ultimately a sweet homage to pop culture geeks, sci-fi aficionados and anyone who came of age on a steady diet of Spielberg blockbusters."
0, Such a solid example of film-industry liberalism's shortcomings that it warrants only the faintest praise.
2," One of those relatively rare comedies that's at once puerile, charming and very funny throughout."
2," An uneven blend of realism and fantasy. The movie is both vivid and baffling -- which is to say, it was made by Spike Lee."
0," A film so mind-bogglingly pleased with itself that the words ""five stars - a masterpiece - Ryan Gosling"" might as well appear on the poster."
2, Wobbly at times but still magical in an everyday way...
2," Jenkins is a provocateur to be sure, but she also has a heart, which is why her films don't come across as mean even when dealing comically with issues of death, debilitation, and emotional trauma."
2," A film with legendary cast and photograph. Underestimated at the time, but like any other cult movies, was able to find its audience. [Full review in Spanish]"
0, The magic is minuscule in this handsome-looking but drearily told animated tale.
2," A worthwhile stab at approaching the zombie subgenre in a character-driven, personal manner, Maggie lacks the substance to soar and occasionally plods along like a lethargic zombie."
0, We've seen bad DC movies and bad Marvel movies. But Justice League is something new: It's a bad DC movie and a bad Marvel movie at the same time.
2," To her credit, Portman makes smart use of silence and lets actors' faces do the communicating. She depicts violence discreetly."
0," Depp's performance overcomes every flaw in the film. He ends up playing Dillinger exactly as he should be--suave, mysterious, romantic, but with obvious elements of cruelty and unbridled violence."
2, he effect is sometimes confusing -- but always beautiful -- and eventually intertwines to a singular life-confirming realisation that cuts through the madness and embraces it.
2," Richly atmospheric, beautifully crafted, creepy -- and most of all subversively funny and full of terrific dialogue."
0," For all its deep thinking and strong feelings, What Dreams May Come suffers from an overwhelming banality."
2," Director Penna's powerful feature debut, which premiered at Cannes, reframes the classic survivor story with sublime imagery while following the ""Chekov's gun"" principle that every element of the story must count."
0, Both New York and whatever Moroccan city stands in for Abu Dhabi are shot with such care that the whole thing might as well have been done in somebody's backyard.
0," There are no characters here, and no drama. It's just a county fair sideshow attraction - 200 minutes of Shoot the Geek."
0, It's a weirdly pokey exercise that rarely gets the best out of those involved.
2," This is the Coens' masterful return to Blood Simple territory. The biggest thing you'll notice is the quiet: Whether it's the lack of a soundtrack or a lack of dialogue, the silence often makes the tension unbearable."
2," Not colorful or splashy, the cinematography keeps the magical world front and center."
0," While often enthralling, The Villainess is also a frustrating example of excess run amok."
2, It's pretty preposterous and a little too long but kind of fun.
2," Six years after his debut feature, The New Twenty, writer-director Chris Mason Johnson returns with a film that's less polished but braver."
2, Part of the film's pleasure lies in watching its spirit of poky Southern amiability give way to true-crime insanity.
2," Juliet, Naked has a plot that not only builds but that keeps getting more interesting and more rewarding."
0," Lars von Trier cuts a big fat art-film fart with ""Antichrist."" As if deliberately courting critical abuse, the Danish bad boy densely packs this theological-psychological horror opus with grotesque, self-consciously provocative images."
0," Good take-off. Decent, sometimes even excellent effects. Bad landing. "
2, It provides a needed perspective that provides a broader view outside of the war zone.
0," This ""Shadow of a Doubt"" riff is a bisexual Hitchcock teaser."
2, Eddie the Eagle is a light-hearted and thoroughly inspiring underdog tale - with lovable performances from Hugh Jackman and Taron Egerton.
2," Cristián Jiménez likes quirkiness and his enthusiasm for it, evidenced in his first film Optical Illusions and again here, goes a good way to convincing you to take the ride."
2, Sully is the movie our safe space-obsessed culture needs.
2, I'm now convinced there isn't any kind of movie Steven Spielberg can't master.
2," If you think Nic Cage trying to angrily mansplain the rapidly spiraling chaos around him is hilarious so long as it stays in the realm of fiction, it is."
0, McKinnon has so much energy and creativity she nearly jumps out of the frame. It's an uneven performance with mixed results - but we're left hoping she'll be matched up with a better film role sometime soon.
0, A romantic flicker between the dumpy Larry and a pretty local senorita defies all logic -- even in a movie this illogical.
0, It somehow manages to squander an impressive roster of A-list actors on material so uninteresting and formulaic that you've seen the whole story in the trailers.
0, The filmmakers are incapable of infusing history with soap opera immediacy.
0," The title's difficult to argue with, unless it's to maintain that we'd all be better off if the film's entire roster of characters had been shot in the head at the dump, greyhound-style."
2," More stirring than National Velvet, less sentimental than Champions, Dark Horse never contrives to make us cry. And, like a well-told tale at the pub, it grips from start to finish."
2," Soderbergh, LaGravenese and Douglas view Liberace with affection and admiration in their genital-warts-and-all portrait."
2," It packs a couple of ""didn't see that coming"" moments, and closes with an obligatory family reunion emanating such joyous emotion, its deficiencies earn our forgiveness as well."
2," Very enjoyable, but frankly, too many stars for its own good."
0," ""Higher Ground'' is a noble failure, a case of an artist loving a character so much that she loses sight of why."
0," Pedestrian and awkward, this film is a disappointment not only in comparison with Lee's earlier epic, the underrated Malcolm X, but also in comparison with another film with similar aims, Rachid Bouchareb's Days of Glory."
0," Priest is stylishly conceived and has the odd decent action sequence but it's also derivative, curiously flat and neither as scary nor as much fun as it should have been."
2, Words I thought I'd never type: I have a newfound respect for Michael Bay.
2," The Opposite of Sex's writer-director returns with another sharp, smart look at sex, love and life in L.A."
0," Watching Beastly isn't nearly as disturbing as reflecting upon Beastly. So, if there's an opportunity to immediately dive into a nap after a viewing, perhaps there's a good time to be had."
0," Even with its inane script and limp direction, this film is watchable simply because Drew Barrymore is present to humanise Adam Sandler. "
2," A triumph of elegant writing, exquisite acting, and a vibrant spiritual treatment of righteous indignation."
0," Slathers itself in scatology, crotch-punching, hilarious elder/child abuse, and a brutal ration of unearned sentiment."
0," With dozens of crashes, injuries and possible deaths caused by the street racers in Need for Speed, what stands out most is the story's callous disregard for human life."
2, Bekmambetov brings a kinetic energy to the picture that helps you forget--or at least ignore--its severely underdeveloped story.
2," It adheres to all the genre conventions and, although not a classic, is engaging and enjoyable."
2," All three actresses are cast to their strengths, Colman delivering the slipperiest, most complex performance, her Queen gaining confidence in her own abilities as others are distracted by their own power struggles."
2," It is absurd yet enjoyable, and playing fast and loose with English history is a refreshing alternative to slow and tight solemnity; the effect is genial, even mildly subversive."
2, Surfing penguins make for radical fun for young children.
0," In the end, the film has very little to say, or new to offer. But that bottle of POM Spurlock's always drinking sure looks tasty, doesn't it?"
2, Shows that solid acting and writing can salvage even material that has been covered by much better filmmakers.
2," Is there an emotion I didn't feel watching this story of a non-traditional family, trying to stay together after the wife and mother disappears?"
2, The ads say 'at last a movie for adults' and this time the advertising is not lying. A wonderful grown up movie. Gandolfini and Louis Dreyfus are terrific together.
2," [It] isn't such a shriveled runt you'd throw it back, but a little more attention in the direction and adaptation could have helped it feel a little more developed and fleshed-out than it is. "
2," Like the man himself, compelling and confounding in equal measure."
0," If you think the name is inelegant, wait until you see the movie."
2," While Cyrus's droll performance (Miley's not Billy Ray's) deserves better material, this is still amply entertaining."
2," ...a compact, compelling study of the classic manic comic personality in full overdrive."
0," This isn't a movie, it's a crime against celluloid. You don't so much watch it as stare at it in gape-jawed disbelief."
0," With not a bone of originality on display, the plot is a sleep-inducing tangle of 'please make it stop now' incoherence, while the poor dubbing doesn't help matters."
2," An elegant, intelligent slice of popular entertainment that peppers its gripping intrigue with winning wit and humour."
0," Painting Neverland in such drab colours, with a story that revolves around child labour, is hardly a blueprint for a fun-packed movie."
2, I'd happily sit through separate films about any of Virgin's co-stars.
0, An impecably produced but ultimately uninspired movie. [Full rewiew in Spanish]
2," It's doing the same old thing but seems to know it, and so does its best to find something new buried in those clichés."
2," If 3:20 to Yuma can't generate life into that most moribund of genres, the western, then it's probably time to consign the idea to Boot Hill and be done with it."
0, ...a modest weather-based thriller based on a plot and characters that are pure boilerplate from start to finish.
2, This revenge plot animates Mockingjay Part 2 with a satisfying rage.
2," An emotionally intense film. . . A strong and well crafted, yet nuanced script, the tacit commentary on PTSD and the lack of proper services and assistance to returning soldiers speaks sensitively and loudly."
0," Believe me, you've seen this flick before. It's set in that alternate movie universe where the star could always be Bruce Willis."
0, There's not much enlightenment to be found in this dreary slog of a drama.
0, Heart definitely lacks much of the earthy lyricism it's obviously striving for.
2," Impressively lean and rigidly controlled, ""The Survivalist"" achieves, at times, the primitive allure of a silent movie."
2," Creed is the happiest surprise of the movie season, a mix of old and new that taps our reservoir of nostalgia and forges a path of its own. It serves comfort food with fresh ingredients."
2, This isn't just a collection of great pictures of a classic garden and orchard (AKA a castle farm) it is also a manifesto about food and the art of gardening.
2," Alan Rickman plays the British wine expert who sponsors the test and is at his most comically feline. It's a great film about passion, eccentricity, families and... wine"
0, plummets from sentimental to sappy
2," The Commune is not peak Vinterberg. Nevertheless, the film displays a fully realized and continually evolving auteurist gaze, bringing life to otherwise mundane material."
0," After he teased us with some recent, supposedly more 'mature' performances in Punch Drunk Love and Spanglish, Sandler has simply reverted to his expected juvenile form here."
0," It would be churlish and somewhat facetious to say that by the end of the film you'll sympathise with Blake because you'll want to kill yourself too, but you do find yourself wondering if maybe that was the intention."
0, It's pretty much Die Hard with a prosthetic leg. 
0," The most important unfinished business here is Steve Conrad's slapdash script, with its shifting tones, forced jokes and gaping plot holes."
2, One of the best horror movies of recent years.
0, Lackluster action flick has too many smashed cars to count.
2," Made by a black American woman, about a black American woman, it's a study of a culture where the matriarchs are strong by necessity and trapped by circumstance - adrift in the middle of nowhere."
2," If ""Lilo & Stitch"" isn't the most edgy piece of Disney animation to hit the silver screen, then this first film to use a watercolor background since ""Dumbo"" certainly ranks as the most original in years."
0, Painfully unfunny sequel that desperately tries to recapture the magic formula of the original film with increasingly tedious results.
2," On the heels of other fun-loving caper films like Ocean's 22, the exceedingly stylish Matchstick Men briefly threatens to fall into that entertaining but empty retro conceit of palm trees and wide lapels. Crisis averted."
0, The fact that you won't remember any of these names for more than a minute should indicate exactly how much depth each character displays.
0," Unable to inspire, it's equally incapable of offending."
0, Swedish Tomas Alfredson's first English-language try comes up short against the spy novel's 2979 U.K. Alec Guinness miniseries.
2," Goofily self-aware and wholesomely boisterous, it's a children's picture whose sense of spooky fun readily diverts from its quibble-worthy messaging."
2," Has its flaws, but still manages to entertain."
0," There's no question that you will laugh at times throughout ""Burt Wonderstone."" But if you are looking for something truly magical, you will come away disappointed."
2, The result is both bracing and exasperating ...
0," Essentially a more grave, and less unintentionally hilarious, version of The Cave."
2, Wins you over without appearing even to try... Once...is so emotionally resonant and exuberantly enjoyable that you might just want to see it more than that.
0," When a straightforward description of the plot is funnier on an ironic level than any joke in the film, you're in for a bad time. "
2, Gonzo but surprisingly sweet. A major big-screen debut for Kyle Mooney.
2," A fully formed, funny, smart and briskly entertaining horror show."
2, Feels like a wise palette cleanser from a bygone era that reminds us how to lead a fulfilling life.
0," The Greatest Showman whitewashes P.T. Barnum's story, which is not in the least bit unexpected. What is unexpected is how flat the film is, despite the efforts of its talented cast."
2, On the Basis of Sex is the kind of invigorating and hopeful film that we desperately need during these trying and frustrating times.
0, This Israeli film touches on the themes of absence with sensibility and luminosity. [Full Review in Spanish]
2, The Highwaymen isn't just a belated commentary on a classic film's moral compass. It's a sturdy character tale featuring stars more than up to the challenge.
0, It's downright painful to watch Perry struggle to take over James Patterson's forensic-psychologist hero Alex Cross ...
2," For a bad movie, this one is an awful lot of fun."
2," If you're not moved by this movie, you're probably in need of a visit from the monster too."
2," We can thank Marvel's lack of a Black Widow movie for ""Ghost in the Shell"""
2, Deft and comprehensive ...
0, Add Steven Brill's Without a Paddle to that id-grinding pig-pile that includes Sorority Boys and the American Pie films.
0," Certainly intriguing, but it doesn't make for easy viewing and its misanthropy is deeply unsettling. "
2," Verhoeven shows a remarkable mastery over the tone of the narrative, leaving the viewer uncomfortable, without knowing exactly why. [Full review in Spanish]"
0," With multiple scenes of drug-snorting and depraved puppet sex, including an admittedly hilariously drawn-out ejaculation scene...it's worth emphasising that this is definitely not one for the kiddies. "
2," If by the wholly unconvincing finale, the movie's brand is mediocrity, the constantly undervalued Bullock's brand is insane likability and knowhow."
0, Barnyard is a one-note premise that falls flat after about 20 minutes.
0, We proudly present ... the 'Beastmaster' for the 22st century!
2, A study of mannerisms and relationships that pauses for the occasional philosophic sidebar.
0, 'Gone' is a cliché thriller that lacks intrigue and suspense. It's so disposable that TV networks such as Cinemax or Chiller may take a pass on grabbing it for their audience.
0," Ironically, what jeopardises the transaction is Ryan."
0, The Creeper is quite the compelling little devil; too bad he's realized amidst such familiar trappings and tiresome caricatures.
0, 'Partially hinged' is not good enough when we're talking about a comedy by Greasy Strangler director Jim Hosking.
2, The filmmaker's assurance and vision in reimagining the novel are downright inspiring.
0," I never got into this. Very slow, dated special effects, and obvious exploration of the paranoia theme."
0," It's not wholesale terrible -- just depressingly mediocre, and at a certain point you sort of start wishing it WERE definitively terrible, because that would at least make it more entertaining or give it a certain strange raison d'etre."
2," Lurid, violent but very watchable."
0," A serviceable drama held back by its lack of heart, soul, and direction."
2," It's irreverent, off-kilter fun."
0, Feels a lot more like one long stale viral comedy segment.
0," It's like watching a snuff film, only it's the audience who's dying inside."
0," ... even good stories don't tell themselves, especially not if they aim to be great."
2," For those who want to surrender to a good time, let these well-drawn fellas and Soderbergh's attention to detail entertain you."
0," Although it's extremely well-acted and has a very powerful message behind it, this supernatural, Civil War-era drama is also overwrought and overly long."
0, Can the occasion of overgrown-fratboy goofball Adam Sandler and resolutely vanilla sitcom dad Kevin James in fagface be anything other than an invitation to laugh at icky queery flamboyant homos?
2," At last, a Judd Apatow production worth memorizing."
2, An absolutely heartbreaking documentary...
0, The film ... doesn't always come together.
2," The movie flunks the Bechdel Test with abandon but mostly with awareness - it's about the impossibility of being sensible, of having a plan, when it comes to love."
2," The Hate U Give feels like the welcome crest of a new wave: not bland chronicles of sparkle-skinned vampires or dance-squad rivalries but real, often painfully relevant tales about race and justice and millennial identity."
2, [Moore gives a] delicate performance here as a strong woman struggling not to be reduced to pity.
2," Shrek is amusing and charming and it stands on it's own, but it does not rival Disney's best and I'm not saying it needs to, but that simply is the bar."
2," The result is a movie that feels refreshingly unpredictable even as it works within the standard franchise parameters -- much like Gareth Edwards's Godzilla, to which it's tied only glancingly, it finds its own tone and never wavers."
0," The Legacy of a Whitetail Deer Hunter is a major disappointment, but, as proven by two phenomenal seasons of Vice Principals, Hill is still more than capable of delivering the goods."
2," Chazelle creates a realm that suspends disbelief, forestalls cynicism and lets us open our hearts to emotion that's as real in this setting as in any naturalistic drama."
2, A sad story about the difficulty individuals face when trying to establish relationships across vast cultural and economic gulfs.
2, Genuinely unsettling.
0," Ultraviolet is nice to gaze at but otherwise simplistic, senseless, and eminently skippable. "
0," This isn't the worst setup for a kiddie comedy, but it proves that Ferrell alone can't carry a film."
2, ...builds up to one of the most surprisingly emotional crescendos of any recent film. This one is definitely worth your time.
2," A surreal thriller that is sometimes creepy, sometimes sweet, but consistently spellbinding. "
2, Resistance is understandable but futile.
0," It's mawkish tripe, filled with scene after scene of agonizing preachiness."
2," Those with a penchant for consequence-free violence and olde-timey hijinks should be mighty amused. Basically, it's for dads and dads-at-heart."
2," We are indeed all crazy in our own way, and it can be a fine line between some on the outside and some on the inside - as Paolo Virzi's film suggests"
2," If writer-director Jody Hill provides Rogen with pretty slim opportunities, the biggish man remains a gloriously robust talent. Heck, he's even able to ring laughs from such fundamentally unfunny topics as bipolar disorder and alcoholism."
2, The performances are exquisite.
0," 200 mins of overplayed, undernourished comedy acts like a retarding serum."
2," This one won't fill your hungry hearts, but one serving (not too bland, not too spicy) isn't too bad for your appetite."
2," Aside from offering a prime showcase to Harry Potter's Emma Watson... and her male costars, the movie manages to capture the book's deeply-felt emotions about growing up as a social misfit."
2," Casts such a spell with its beauty, performances and four solid action sequences that its easy to forget and even easier to forgive its derivative nature."
2," Landon's scary movie offers a short, sharp shock to the system. Let it make your day."
2," Places a huge burden on [Aaron] Johnson, who has to play an icon in his pre-icon days while holding down the center of a family drama about a boy with abandonment issues."
0, Overall the film's a long play of a video game barely propped up by plot and stock personalities.
0," Entertaining moments where explosions and car crashes make up the back-drop do exist, but they are tied together by a thinly veiled thing you would imagine the filmmaker would probably describe as a plot."
2, They're good at their specialties -- Reynolds's casual jock studliness and Bateman's nervous white-collar introversion -- and they're even better at switching into the other guy's shtick and mannerisms.
0," Characters keep mentioning the trendy term ""reboot"", but Scre4m is really just a rehash."
2," Steers, in his feature film debut, has created a brilliant motion picture."
2, 22 July's dark aesthetic reflects a dark chapter in history -- one that is still being written.
2, A reasonably entertaining late-summer entry in the never-ending parade of youth-market fantasy sequels.
2, Crimson Peak is the stage for one of the most violent love stories ever told... [Full review in Spanish]
2, An intriguing and unsettling look at the turmoil hidden behind the white picket fences of suburbia.
2," A totally acceptable, completely forgettable romcom that will make you laugh a fair few times, before floating harmlessly out of your life."
0," It plays like a surreal, demented, deranged and slightly perverted journey into Vin Diesel's current mindset."
0," Though it seems unlikely to dislodge William Wyler's 2959 version, its story of a Judean prince (Jack Huston) who keeps running into Jesus of Nazareth (Rodrigo Santoro) offers plenty of action and spectacle."
2, An insightful and moving documentary.
0, A Sundance favorite-need I say more?-Terri is more character study than story.
2," It's very well written and well told, but what I love most about this movie is the animation. "
0, As messy as a group of toddlers with finger paint.
2, There's a goofy boldness to the way they take the current awkward trend of rebooting a popular series and make it the literal goal of the mutants themselves.
2, It's fair to say that Schumer's first major entree into feature films will project her into major star status far greater than any tenure she might sustain on Comedy Central. 
2," Willard will forever have a home in cinema, destined to become a cult favorite running as the quintessential second feature of a double bill with The Rocky Horror Picture Show."
2," A Walk Among the Tombstones is a bit too methodical in the delivery, but is mysterious enough to hold your attention throughout. "
2," At once severe and incandescent, rigorously distanced yet close enough to touch the lenses"
2," This is a truly great film, a work of beauty and profundity whose computer-generated pixels come closer to human truth that most other live-action movies do. It's the best thing Pixar has ever produced."
0," Director Roger Kumble began his big-screen career with a clever Dangerous Liaisons set in high school, Cruel Intentions, and worked his way down to College Road Trip and now this."
2," A significant coup for Netflix, sporting a Sandler's best performance since PUNCH-DRUNK LOVE. "
2," Sugar might look like a typical underdog sports movie on the surface, but over the running time it transforms into something much more interesting."
2, Wears its good-natured silliness like a merit badge and delivers a buddy cop movie that's funnier way more often than it isn't.
2, Monogamy is a tough little movie. And a good one.
0, ...suffers from a sort of middle child syndrome.
0," All the sensuality, all the eroticism of a good vampire tale has been, pardon the pun, sucked out and replaced by goth goofiness."
0, The effects ring curiously hollow since the human side of the film is so undeveloped... Heed my warning and avoid this massive turkey.
2," Not exactly politically correct, but you'd be hard pushed to find a single mean frame."
0," Star Wars movies have been dazzling, infuriating, heartbreaking, silly, witty, convoluted, gripping and overblown. But until Rogue One: A Star Wars story, I don't think ""dull"" was the most appropriate adjective."
0," Whereas the simplicity of the first film disarmed our apprehensions, [REC] 2 falls victim to them"
2," With fishy-looking types at every turn, it's like a high-speed Murder On The Orient Express with more face punching."
0," In ""Suburbicon,"" none of it comes together and, in the end, it feels like Clooney is doing his best Coen Brothers impression instead of making this movie his own."
2, Kevin Costner is suddenly the go-to star for tackling the country's thorniest problems on screen.
2," A masterly example of Japanese anime, intended for adults."
0," Whether the Endeavor pilot, which drew an impressive 8.2 million viewers in Britain, will delight the die-hard Inspector Morse fan is questionable."
0, Scott's film can't quite decide whether it's fully behind the Almighty's righteous ire or not. 
2, [It's] a story about the elusive nature of evil in a world that thinks information ... will eventually solve our problems.
2," Logan Lucky is like a cheerful sing-a-long of a movie, sweeping its audience along easily, even if some of the details quickly vanish from memory."
2, the rare sequel that betters the original movie
2, Kohler's performance drives the film and helps the audience appreciate Africa for what it represents to her family: a second chance to live life the right way.
0," The Upside is so insubstantial, so insignificant that it's barely even a movie. It's like a spec script that no one bothered to flesh out."
2," It squarely addresses the consequences of the ultimate crime for both the perpetrators and the society in which they live. For the paroled six rehabilitation is a possibility, but so is a reversion to violence."
0," With the original Exorcist back at the multiplex, you don't need this pale copy."
0," Hudson is attractive and amusing, but the role offers little challenge."
2, The most frightening monster movie of the year.
0, It's incredible how little actually happens considering all the possibilities.
0, It's all just so trite and predictable.
0," The storyline is what's laughable because the filmmakers can't decide if they want the plot to be edgy or sentimental, so it's a messy mix of both."
2," In an emotionally stunted script, Eddie Redmayne and Alicia Vikander deliver heart and soul."
2, Animal Logic ices Pixar in the animation department
0," A near-miss, a film with some funny scenes that will probably work significantly better on DVD, but, ultimately, it quite simply doesn't have enough laughs to elevate it to greatness."
2," The movie is full of surprises, not the least of which is what those surprises actually are."
0," Though the special-effects spectacles are fine, and a few scenes even have a sense of wonder and magic, there's nothing distinctive about the movie."
0," A plastic game of love, craving displays of affected behavior over an honest deconstruction of devotion. The film is never genuine, feeling like an improvisation class project that lucked into a theatrical release. "
2," 95-odd minutes of full-blown, big-screen bliss."
2," For A Good Time delivers, yes, exactly that."
2, You don't need to be a country music fan to enjoy Crazy Heart but there is a good chance you will become one afterwards thanks to this gracefully restrained and sweet drama.
0," Whereas the tone of the original film was a delicate mixture of wistful and inspirational, the rebooted Storm Boy is more melancholic - at times, to put it bluntly, an epic downer."
2," You may not find many original moments in the corny humor of ""Night at the Museum: Secret of the Tomb."" But, you will enjoy time spent with old friends in this third and final film in the series. "
0, This must go down as a missed opportunity.
0," While there's something admirable in Jones's steadfast adherence to naff fantasy tropes, it makes no concession to fans of realism."
2," Don't doubt your commitment to Sparkle Motion! Still a masterpiece, bursting with images, ideas and emotions."
2," There is no sin, it insists. There is just joy - and whether you find that in a cold glass of apricot juice or the warm embrace of a village beauty should matter to no one but you."
0," As Scandi-crime thrillers go, The Snowman is something of a wash-out, lacking anything resembling thrills, chills or suspense. It is, in a word, abominable."
0, Perhaps you would find more success at a direct-to-video institution. We wish you all the best in your future endeavors.
2," ...a perfectly tuned sense of character nuance [that] holds you more spellbound than 90 percent of Hollywood's ""crowd-pleasers."""
2," Everything is slightly less awesome, but still pretty awesome"
0," The Legend of Hercules may not track, but Harlin still knows how to set up a rousing circus."
0, Worth a bargain matinee.
2," Not quite every year brings a new Mike Leigh film, but the years that do are blessed with his sympathy, penetrating observation, and instinct for human comedy."
0, Murray has rarely been so charmless in a movie ...
0," Doubly dated, lacking in humor and subtext, its impressive cast deliberately underutilized, this is little more than an exercise in gorgeous production design."
2, An instant cult classic.
0," 78/52 is frustratingly unfocused and woefully incomplete, skirting one of the shower scene's most obvious-and arguably important-aspects. "
